sum_iterative_nif (Run Time Measurements),sum_iterative_nif (Memory Usage Measurements),sum_port (Run Time Measurements),sum_port (Memory Usage Measurements),sum_recursive2 (Run Time Measurements),sum_recursive2 (Memory Usage Measurements),sum_recursive (Run Time Measurements),sum_recursive (Memory Usage Measurements),sum_iterative (Run Time Measurements),sum_iterative (Memory Usage Measurements)
5147375,16,5554348,416,4568769,0,24039788,,,
5280805,16,5552293,416,4592383,0,23359041,,,
5357308,16,5488374,416,4551757,0,21789367,,,
5116737,16,5764141,416,4567045,0,21072062,,,
5000569,16,5527487,416,4556045,0,20826872,,,
4964832,16,5699640,416,4543662,0,21744903,,,
5129231,16,5645999,416,4535948,0,20507853,,,
5015787,16,5565779,416,4564792,0,21839682,,,
4956166,16,5683619,416,4564321,0,21877011,,,
5052807,16,5590274,416,4531910,0,20737103,,,
5041075,16,5889286,416,4552699,0,22314132,,,
4957177,16,5602137,416,4549883,0,19211913,,,
4994898,16,5739896,416,4555204,0,22551196,,,
5077764,16,5775332,416,4546227,0,20726173,,,
4989077,16,5663993,416,4633981,0,23783919,,,
4963219,16,5647703,416,4575241,0,22072518,,,
5097841,16,5626904,416,4552017,0,21730436,,,
5078645,16,5683410,416,4563319,0,21561640,,,
5017410,16,5598451,416,4609726,0,20499879,,,
5077353,16,6014941,416,4546387,0,16945443,,,
5003675,16,5464709,416,4553620,0,18285175,,,
4962618,16,5653333,416,4684206,0,21999681,,,
4987154,16,5569666,416,4583175,0,20859994,,,
5025175,16,5720048,416,4556717,0,18074529,,,
4959031,16,5785621,416,4569781,0,19755463,,,
5007572,16,5843359,416,4622370,0,21995043,,,
5027529,16,5615101,416,4578718,0,23969556,,,
5060401,16,5676106,416,4552880,0,21097520,,,
4965083,16,5615683,416,4879211,0,20589327,,,
5077934,16,5570458,416,4557247,0,20549221,,,
5025156,16,5847518,416,4543852,0,17879414,,,
4954182,16,5858327,416,4548872,0,21373878,,,
5051745,16,5579856,416,4570662,0,17924348,,,
5091249,16,5726481,416,4538833,0,19883884,,,
4960554,16,5558645,416,4552328,0,23183082,,,
5118390,16,5769311,416,4537070,0,15706028,,,
5004126,16,6354388,416,4577265,0,14270215,,,
5052126,16,6191262,416,4575913,0,21344342,,,
4971965,16,6104610,416,4562247,0,15357985,,,
5044782,16,6320315,416,4576463,0,21288177,,,
5054971,16,5742971,416,4559912,0,17890666,,,
4961545,16,5502060,416,4553090,0,19582528,,,
4971344,16,5834603,416,4552628,0,19915803,,,
4970763,16,5818072,416,4574761,0,19118648,,,
4964191,16,5732732,416,4549613,0,18453500,,,
4990600,16,5761636,416,4554783,0,21702605,,,
4957598,16,5593421,416,4550594,0,16788187,,,
4967828,16,5529802,416,4605979,0,17481418,,,
4958831,16,5766365,416,4551877,0,18524324,,,
4963209,16,5961221,416,4548772,0,20068850,,,
4959242,16,5706593,416,4559361,0,18963146,,,
4958139,16,5702575,416,4550996,0,22604125,,,
4960594,16,5725489,416,4578256,0,21662248,,,
4966956,16,5545190,416,4550615,0,20199735,,,
4960344,16,6028176,416,4576212,0,20167285,,,
4961776,16,5707694,416,4563570,0,16876503,,,
4973258,16,6096955,416,4549764,0,20151926,,,
4963589,16,5827651,416,4545234,0,17989059,,,
4956547,16,5630310,416,4612972,0,17502767,,,
4981153,16,5665776,416,4549162,0,18420168,,,
4969411,16,5590825,416,4549062,0,19753869,,,
4994808,16,5699950,416,4579820,0,16409096,,,
4959412,16,5684782,416,4595229,0,18778590,,,
4956166,16,5664104,416,4560232,0,20395272,,,
4971024,16,5747019,416,4543542,0,19379758,,,
4966585,16,5465601,416,4601040,0,21721009,,,
4965323,16,5716221,416,4571604,0,21388665,,,
4958760,16,5640740,416,4540587,0,21072623,,,
4958280,16,5715209,416,4583016,0,19047394,,,
4962538,16,5743893,416,4549894,0,17736836,,,
4960975,16,5573894,416,4552679,0,15630627,,,
4954372,16,5787765,416,4596892,0,14953867,,,
4953160,16,5565288,416,4569891,0,16340688,,,
4981874,16,5794357,416,4557307,0,20263766,,,
4956015,16,5814606,416,4544544,0,16346809,,,
4957027,16,5569577,416,4558209,0,15904230,,,
4963209,16,5586217,416,4576213,0,18340268,,,
4959061,16,5673491,416,4552358,0,17500133,,,
5055392,16,5522658,416,4552679,0,19909522,,,
5008794,16,5592018,416,4569591,0,22107904,,,
4959342,16,5706944,416,4578688,0,23202347,,,
4959873,16,5668592,416,4571164,0,18518622,,,
4961736,16,5676236,416,4566474,0,18923782,,,
4962477,16,5707816,416,4589788,0,28575104,,,
4996371,16,5567993,416,4562798,0,21314987,,,
4980421,16,5474417,416,4558890,0,19804274,,,
4963089,16,5691755,416,4547880,0,19615630,,,
4965524,16,5462545,416,4570582,0,19176096,,,
4960163,16,5683680,416,4557357,0,18340278,,,
4956426,16,5841466,416,4538793,0,,,,
4972466,16,5635239,416,4594358,0,,,,
4968559,16,5842999,416,4557417,0,,,,
4954673,16,5730057,416,4544915,0,,,,
4964551,16,5615662,416,4848244,0,,,,
4963089,16,5526636,416,5032419,0,,,,
4956336,16,5797874,416,4922973,0,,,,
4967617,16,5413403,416,4893037,0,,,,
4954863,16,5553716,416,5037558,0,,,,
4952799,16,5543828,416,4941548,0,,,,
4956947,16,5471782,416,4745189,0,,,,
4958591,16,5649767,416,4703622,0,,,,
4960413,16,5514192,416,4799181,0,,,,
4967256,16,5646971,416,4716516,0,,,,
4960184,16,5995175,416,4661483,0,,,,
4956756,16,5550570,416,4670350,0,,,,
4959492,16,5603199,416,4693973,0,,,,
4957308,16,5750245,416,4654119,0,,,,
4962648,16,5735807,416,4650983,0,,,,
4957327,16,5899956,416,4682813,0,,,,
4956046,16,5557283,416,4701628,0,,,,
4960403,16,5690403,416,4660522,0,,,,
4963069,16,5518390,416,4672704,0,,,,
4960273,16,5661689,416,4932271,0,,,,
4960163,16,5567402,416,4874953,0,,,,
4959352,16,5616544,416,4723269,0,,,,
4976384,16,5586157,416,4817526,0,,,,
4975532,16,5565107,416,4857922,0,,,,
4957558,16,5611224,416,4714713,0,,,,
4956336,16,5789940,416,4670940,0,,,,
4966776,16,5489215,416,8109800,0,,,,
5098072,16,6155325,416,4527552,0,,,,
5048018,16,5863748,416,4589037,0,,,,
5123168,16,5461794,416,4550905,0,,,,
5028852,16,5599913,416,4544674,0,,,,
5015988,16,6046420,416,4535667,0,,,,
5129100,16,5619439,416,4588556,0,,,,
4967106,16,5521887,416,5606535,0,,,,
4965102,16,5743752,416,5363680,0,,,,
5090618,16,5468166,416,5216894,0,,,,
5069808,16,5804586,416,5666127,0,,,,
4993255,16,5644536,416,5247332,0,,,,
5143206,16,5622034,416,5333553,0,,,,
5105255,16,5675926,416,5266398,0,,,,
4966094,16,5975237,416,4949643,0,,,,
4990390,16,5538057,416,4806955,0,,,,
5141383,16,5927637,416,5146373,0,,,,
4981844,16,5703016,416,5596036,0,,,,
4956726,16,5555881,416,4989999,0,,,,
5104433,16,5606776,416,5314448,0,,,,
5056464,16,5590836,416,4681801,0,,,,
4965222,16,5456063,416,5647031,0,,,,
5077864,16,5678401,416,5182199,0,,,,
5108752,16,5674403,416,5005588,0,,,,
5003304,16,5551603,416,4682322,0,,,,
5022890,16,5574445,416,5186397,0,,,,
5112659,16,5609160,416,5345205,0,,,,
4991532,16,5669133,416,5007341,0,,,,
4990991,16,5666318,416,5079757,0,,,,
5148486,16,5609732,416,4742785,0,,,,
5037237,16,5554327,416,4789704,0,,,,
4957709,16,5973012,416,4891835,0,,,,
5122177,16,5398025,416,4717949,0,,,,
5044541,16,5561531,416,4984038,0,,,,
4982464,16,5882032,416,4691499,0,,,,
5054400,16,5856935,416,4706017,0,,,,
5124741,16,5704249,416,4846760,0,,,,
4971114,16,5604151,416,4876386,0,,,,
5064960,16,5586748,416,4684576,0,,,,
5142776,16,5621854,416,5055622,0,,,,
5027028,16,5688079,416,4843785,0,,,,
5012932,16,5813914,416,4856348,0,,,,
5068155,16,5521245,416,4785025,0,,,,
5129220,16,5663993,416,5022250,0,,,,
5013363,16,5619299,416,4692070,0,,,,
5070891,16,5603751,416,4896444,0,,,,
5116867,16,5618197,416,4850458,0,,,,
5213328,16,5543638,416,4687261,0,,,,
5123870,16,5653343,416,4686570,0,,,,
5197088,16,5584734,416,4714413,0,,,,
5105786,16,5526135,416,5041496,0,,,,
4968689,16,5699630,416,4682242,0,,,,
5232363,16,5714578,416,4674267,0,,,,
5138999,16,5846666,416,4744609,0,,,,
5054370,16,5795450,416,4696489,0,,,,
5100757,16,5877334,416,4993366,0,,,,
5010517,16,5560539,416,4681750,0,,,,
5089566,16,5570498,416,4700255,0,,,,
5685433,16,5801351,416,4678034,0,,,,
5289812,16,5503412,416,4673285,0,,,,
5057315,16,5745416,416,4711056,0,,,,
5395169,16,5604752,416,5000990,0,,,,
5353411,16,5580126,416,4651604,0,,,,
5232433,16,5742521,416,4701718,0,,,,
5101308,16,5687187,416,4682753,0,,,,
5442898,16,5621344,416,4659800,0,,,,
5241361,16,5573994,416,4648478,0,,,,
5390680,16,5623237,416,4689385,0,,,,
5422049,16,5621163,416,4736614,0,,,,
4994648,16,5686796,416,4952218,0,,,,
5233055,16,5585115,416,4689135,0,,,,
5446124,16,5537626,416,4680138,0,,,,
5206064,16,5837809,416,4670269,0,,,,
5075880,16,5613138,416,4994618,0,,,,
5106647,16,5478095,416,4733047,0,,,,
5230921,16,5727512,416,4763564,0,,,,
5194623,16,5587650,416,4704504,0,,,,
5205213,16,5827490,416,4848233,0,,,,
5339544,16,5890077,416,4742835,0,,,,
5230560,16,5419725,416,4678455,0,,,,
5283180,16,5650729,416,4671983,0,,,,
5120715,16,5669774,416,4741623,0,,,,
5049060,16,5745295,416,4697010,0,,,,
5071973,16,5483836,416,4686940,0,,,,
5092050,16,5488494,416,5013693,0,,,,
5062355,16,6105070,416,4653668,0,,,,
4984770,16,5645950,416,4694595,0,,,,
5130964,16,5676807,416,4689155,0,,,,
4994348,16,5635570,416,4688725,0,,,,
4993416,16,5653082,416,4667685,0,,,,
5066172,16,5657390,416,4675409,0,,,,
5076271,16,5659405,416,4688624,0,,,,
5008083,16,5903231,416,4693303,0,,,,
5008854,16,6002178,416,4707308,0,,,,
5123539,16,6579821,416,4686019,0,,,,
5008524,16,5613388,416,4731093,0,,,,
4967176,16,6334270,416,4682974,0,,,,
5191097,16,5710210,416,4675760,0,,,,
5026547,16,5522077,416,4705355,0,,,,
4957528,16,5921987,416,4732105,0,,,,
5087703,16,5505876,416,4707720,0,,,,
5053117,16,5745526,416,4668696,0,,,,
4964722,16,5613649,416,4729079,0,,,,
5030445,16,5470791,416,4758805,0,,,,
5081430,16,5709889,416,4686489,0,,,,
4972927,16,5881732,416,4676481,0,,,,
4973818,16,5932536,416,4683585,0,,,,
5086150,16,6242890,416,4672052,0,,,,
5041776,16,5661749,416,4670780,0,,,,
5040714,16,5858839,416,4700786,0,,,,
5096559,16,5711853,416,4665060,0,,,,
5013593,16,6000805,416,4678855,0,,,,
4956947,16,5637544,416,4670079,0,,,,
5058168,16,6156226,416,4715284,0,,,,
5071512,16,5490498,416,4671962,0,,,,
5003995,16,5443009,416,4683364,0,,,,
5025525,16,5905206,416,4715384,0,,,,
5095698,16,5505306,416,4716786,0,,,,
4955565,16,5728684,416,4714423,0,,,,
4964231,16,5719367,416,4745521,0,,,,
5080158,16,5642663,416,4809431,0,,,,
5054300,16,5557603,416,4753265,0,,,,
4957738,16,5766115,416,4727386,0,,,,
5064198,16,5445463,416,4861808,0,,,,
5060381,16,5503332,416,4741093,0,,,,
4977326,16,5861544,416,4721155,0,,,,
4989608,16,5813674,416,4741954,0,,,,
5045042,16,5658663,416,4781187,0,,,,
4982846,16,5874137,416,4760008,0,,,,
5004326,16,5675745,416,4758365,0,,,,
5090578,16,5772918,416,4747284,0,,,,
5001340,16,5607206,416,4736844,0,,,,
4956436,16,5742691,416,4736233,0,,,,
5052516,16,5708105,416,4725984,0,,,,
5004756,16,5586528,416,4776960,0,,,,
5022570,16,5466974,416,4716186,0,,,,
5231572,16,5592308,416,4720543,0,,,,
5175747,16,5652702,416,4755259,0,,,,
5039201,16,5682869,416,4721666,0,,,,
5070820,16,5612617,416,4753947,0,,,,
5168954,16,6291981,416,4741052,0,,,,
5084357,16,5622034,416,4815623,0,,,,
5060631,16,5773068,416,4778212,0,,,,
5142826,16,5669002,416,4716506,0,,,,
5031607,16,5717764,416,8772653,0,,,,
4961075,16,5570999,416,4706518,0,,,,
5054510,16,5663682,416,4722337,0,,,,
5037017,16,5700451,416,4873000,0,,,,
4954102,16,5563726,416,4774955,0,,,,
4981863,16,5707063,416,4798430,0,,,,
4956606,16,5842067,416,4811303,0,,,,
5003535,16,6665612,416,4771980,0,,,,
4988296,16,5359652,416,4734170,0,,,,
4989708,16,5548407,416,4745872,0,,,,
4951256,16,5483514,416,4813578,0,,,,
4982936,16,5573984,416,4746302,0,,,,
4959311,16,5697777,416,4742735,0,,,,
4956086,16,5839452,416,4817485,0,,,,
4956496,16,5584614,416,4771630,0,,,,
4963109,16,5541072,416,4746964,0,,,,
4962317,16,5888934,416,4786518,0,,,,
4959241,16,5791333,416,4845518,0,,,,
4960173,16,5738683,416,4751092,0,,,,
4966305,16,5697035,416,4751492,0,,,,
4955534,16,5606906,416,4759306,0,,,,
4953761,16,5711692,416,4741282,0,,,,
4959011,16,5731851,416,4747494,0,,,,
4958139,16,5673461,416,4742084,0,,,,
4960284,16,5512649,416,4768303,0,,,,
4956306,16,5615813,416,4716696,0,,,,
4963359,16,5656108,416,4773282,0,,,,
4953350,16,5523640,416,4768393,0,,,,
4965252,16,5863958,416,4753626,0,,,,
4963739,16,5565018,416,4763914,0,,,,
4966264,16,5764181,416,4745751,0,,,,
4958600,16,5446595,416,4768473,0,,,,
4963229,16,5573213,416,4752093,0,,,,
4990821,16,5795289,416,4747995,0,,,,
5146563,16,5834312,416,4799182,0,,,,
4993686,16,5751717,416,4788701,0,,,,
5044822,16,5891039,416,4769485,0,,,,
4953701,16,5488124,416,5137255,0,,,,
4953841,16,5748913,416,5118300,0,,,,
4958470,16,5777787,416,5128529,0,,,,
4969260,16,6164462,416,5077724,0,,,,
4957028,16,5731560,416,5031637,0,,,,
4960644,16,6265401,416,4822244,0,,,,
4965794,16,5541674,416,4739871,0,,,,
4986843,16,5598209,416,4716266,0,,,,
4978929,16,5319738,416,4738568,0,,,,
5137535,16,5571991,416,4750650,0,,,,
5008363,16,5504374,416,4799141,0,,,,
4992304,16,5645438,416,4770156,0,,,,
5013403,16,5733955,416,4770417,0,,,,
5000829,16,5607357,416,4727507,0,,,,
5011489,16,5721631,416,4736263,0,,,,
5029704,16,5855923,416,4757763,0,,,,
5076682,16,5706262,416,4779074,0,,,,
4959872,16,5728975,416,4777520,0,,,,
4970722,16,5658583,416,4786548,0,,,,
5224038,16,5691305,416,5160619,0,,,,
4955264,16,5603269,416,4967738,0,,,,
4966255,16,5640188,416,4861046,0,,,,
5016518,16,5621404,416,4922222,0,,,,
4969410,16,5754954,416,4817846,0,,,,
4957889,16,5571039,416,4716477,0,,,,
4997192,16,5512980,416,6366049,0,,,,
5040804,16,5435355,416,5144980,0,,,,
4987585,16,5418542,416,4817706,0,,,,
4965513,16,5772767,416,4845548,0,,,,
5051234,16,5710080,416,4815592,0,,,,
4959412,16,5293819,416,4833435,0,,,,
4961085,16,5223987,416,4843424,0,,,,
5021698,16,5514523,416,4821272,0,,,,
4964872,16,5686145,416,4820992,0,,,,
4953230,16,5696885,416,4817516,0,,,,
4999847,16,5747600,416,4848073,0,,,,
5009185,16,5560680,416,4818036,0,,,,
4962858,16,5927798,416,4813959,0,,,,
4968048,16,5590365,416,4876466,0,,,,
5059199,16,5690604,416,4812115,0,,,,
4994988,16,5474067,416,4813488,0,,,,
4958841,16,5615312,416,4821944,0,,,,
5013112,16,5492751,416,4864253,0,,,,
4962097,16,5765884,416,4811304,0,,,,
4973408,16,5958967,416,4813298,0,,,,
5058989,16,5557994,416,4831512,0,,,,
4980191,16,5694901,416,4817466,0,,,,
4961787,16,5623837,416,4820882,0,,,,
4972526,16,5743412,416,4824920,0,,,,
4989158,16,5543357,416,4817276,0,,,,
5046875,16,5658633,416,4817296,0,,,,
4957539,16,5552935,416,4809711,0,,,,
5012982,16,5493763,416,4822134,0,,,,
4962267,16,5635329,416,4807026,0,,,,
4956657,16,5535272,416,4810893,0,,,,
5004727,16,5671668,416,4815642,0,,,,
5026808,16,5625161,416,4812587,0,,,,
5001962,16,5567663,416,4810182,0,,,,
5138368,16,5588141,416,4807817,0,,,,
5180325,16,6118857,416,4849095,0,,,,
5047517,16,5581549,416,4810372,0,,,,
4991432,16,5694520,416,4814249,0,,,,
4992905,16,5441847,416,4695317,0,,,,
5045583,16,5539559,416,4663958,0,,,,
5044181,16,6008209,416,4690919,0,,,,
5055362,16,5926796,416,4674086,0,,,,
5046816,16,5425406,416,4716146,0,,,,
5038430,16,5754783,416,4701047,0,,,,
5035534,16,5999342,416,4685438,0,,,,
5050302,16,5371254,416,4686169,0,,,,
5048910,16,5803645,416,4676482,0,,,,
5100046,16,5566049,416,4689536,0,,,,
5109813,16,5492602,416,4707088,0,,,,
5046145,16,5859019,416,4702299,0,,,,
5045573,16,5514453,416,4680118,0,,,,
5059309,16,5960609,416,4669618,0,,,,
5038139,16,5780823,416,4669177,0,,,,
5037318,16,5520504,416,4676822,0,,,,
5050652,16,5509734,416,4674207,0,,,,
5026908,16,5663493,416,4679266,0,,,,
5035504,16,5559157,416,4736143,0,,,,
5042497,16,5858949,416,4674878,0,,,,
5053167,16,5585446,416,4672494,0,,,,
5039652,16,5515975,416,4672764,0,,,,
5036987,16,5647272,416,4689927,0,,,,
5036606,16,5772677,416,4676360,0,,,,
5050914,16,5595795,416,4674297,0,,,,
5040865,16,5953335,416,4684095,0,,,,
5056965,16,5879588,416,4674829,0,,,,
5047737,16,6338920,416,4672072,0,,,,
5046024,16,6431492,416,4672453,0,,,,
5037418,16,5501257,416,4745851,0,,,,
5008363,16,5755815,416,4672263,0,,,,
5049120,16,5706012,416,4672623,0,,,,
5053478,16,5418582,416,4683485,0,,,,
5037738,16,5427680,416,4676060,0,,,,
5004907,16,5990205,416,4671863,0,,,,
5047016,16,5369461,416,4768574,0,,,,
5066612,16,5512859,416,4733138,0,,,,
5001220,16,5578042,416,4672544,0,,,,
5054770,16,5635971,416,4674457,0,,,,
5041266,16,5746317,416,4715865,0,,,,
5078034,16,5873506,416,4693983,0,,,,
5040173,16,5612477,416,4707209,0,,,,
5055943,16,5608870,416,4708051,0,,,,
5019274,16,6608124,416,4717739,0,,,,
4984679,16,5388596,416,4704684,0,,,,
2898065,16,5628487,416,4704093,0,,,,
2839065,16,5832880,416,4716206,0,,,,
2834386,16,5482132,416,4706737,0,,,,
2835388,16,6023989,416,4704504,0,,,,
2836551,16,5484807,416,4704784,0,,,,
2857620,16,5482242,416,4713952,0,,,,
2855877,16,5421659,416,4711006,0,,,,
2869793,16,5405809,416,4757654,0,,,,
2826502,16,5576189,416,4720212,0,,,,
2830339,16,5529952,416,4719441,0,,,,
2832002,16,5390350,416,4704504,0,,,,
2876776,16,5631522,416,4707109,0,,,,
2888437,16,5660596,416,4754227,0,,,,
2890381,16,5727753,416,4762403,0,,,,
2884089,16,5631241,416,4827203,0,,,,
2834356,16,5649546,416,4810342,0,,,,
2834897,16,5680715,416,4821934,0,,,,
2897505,16,5402092,416,4808379,0,,,,
2880753,16,5915565,416,4804701,0,,,,
2861056,16,5580316,416,4820802,0,,,,
2839706,16,5606225,416,4803269,0,,,,
2840467,16,5688689,416,4803599,0,,,,
2850235,16,5680273,416,4818478,0,,,,
2886473,16,6051500,416,4816033,0,,,,
2907984,16,5754804,416,4803338,0,,,,
2871946,16,5729115,416,4803429,0,,,,
2832333,16,5571089,416,4815963,0,,,,
2830279,16,6167387,416,5295401,0,,,,
2870494,16,5316060,416,4803850,0,,,,
2992993,16,5759713,416,5103361,0,,,,
2864263,16,5500026,416,4809271,0,,,,
2857570,16,5577901,416,4813528,0,,,,
2870223,16,5677308,416,4811494,0,,,,
2833033,16,5702826,416,4822875,0,,,,
2833474,16,5761667,416,4810693,0,,,,
2878249,16,5575979,416,4816223,0,,,,
2867499,16,5604081,416,4829708,0,,,,
2850246,16,5650307,416,4811885,0,,,,
2850065,16,5561030,416,4808880,0,,,,
2834285,16,5897381,416,4905641,0,,,,
2885853,16,5573283,416,4825541,0,,,,
2894499,16,5607577,416,4816223,0,,,,
2859323,16,5899685,416,4806806,0,,,,
2875824,16,5525503,416,4828627,0,,,,
2829106,16,5594813,416,4860726,0,,,,
2899147,16,5713987,416,4807877,0,,,,
2952708,16,5799227,416,4852341,0,,,,
2909217,16,5640018,416,7430486,0,,,,
2902644,16,5931695,416,4843945,0,,,,
2855115,16,5642784,416,4831251,0,,,,
2832242,16,5584995,416,4816383,0,,,,
2829206,16,5728985,416,4814651,0,,,,
2867548,16,5632665,416,4815140,0,,,,
2875183,16,5762869,416,4821483,0,,,,
2864953,16,5757489,416,4808017,0,,,,
2830378,16,5456544,416,4804341,0,,,,
2836340,16,5703447,416,4817435,0,,,,
2859984,16,5638555,416,4859725,0,,,,
2833184,16,5632364,416,4810142,0,,,,
2843263,16,5605594,416,4805423,0,,,,
2840738,16,5933498,416,4870415,0,,,,
2825880,16,5634688,416,4810432,0,,,,
2857069,16,5602097,416,4807747,0,,,,
2930447,16,5907660,416,4839908,0,,,,
2932489,16,5686345,416,4810202,0,,,,
2906922,16,5686134,416,4830069,0,,,,
2896884,16,5729777,416,4809120,0,,,,
2858652,16,5737010,416,4851549,0,,,,
2831300,16,5701413,416,4807888,0,,,,
2903736,16,5677459,416,4804251,0,,,,
2954271,16,5650618,416,4831702,0,,,,
2899388,16,5607226,416,4813528,0,,,,
2882607,16,5575517,416,4807577,0,,,,
2887826,16,5567853,416,4808298,0,,,,
2887576,16,5677128,416,4830541,0,,,,
2945645,16,5629218,416,4807346,0,,,,
2836920,16,5552985,416,4894330,0,,,,
2845437,16,5810217,416,4852731,0,,,,
2836631,16,5484196,416,4807707,0,,,,
2825890,16,5334345,416,4806745,0,,,,
2858611,16,5674743,416,4820572,0,,,,
2892044,16,5508090,416,4837092,0,,,,
2837022,16,5521215,416,4807837,0,,,,
2829096,16,5881511,416,4810272,0,,,,
2832803,16,5718345,416,4834547,0,,,,
2830148,16,5704649,416,4810713,0,,,,
2865815,16,5607818,416,4811554,0,,,,
2884009,16,5586508,416,4834607,0,,,,
2845467,16,5356116,416,4856779,0,,,,
2832072,16,5818093,416,4806244,0,,,,
2829146,16,5883936,416,4836080,0,,,,
2830108,16,5720709,416,4840389,0,,,,
2861657,16,5692837,416,4809771,0,,,,
2882646,16,5874207,416,4810893,0,,,,
2916671,16,5563275,416,4820491,0,,,,
2842471,16,5910586,416,4805753,0,,,,
2832974,16,5353080,416,4810302,0,,,,
2829076,16,5573413,416,4807087,0,,,,
2920527,16,5813764,416,4826272,0,,,,
2895701,16,5576139,416,4807988,0,,,,
2841870,16,5530924,416,5010277,0,,,,
2837132,16,5734896,416,5160348,0,,,,
2832172,16,5643845,416,5049911,0,,,,
2838503,16,5714718,416,5144229,0,,,,
2935405,16,5702545,416,5187119,0,,,,
2861637,16,5525473,416,5066363,0,,,,
2842080,16,6343778,416,5001350,0,,,,
2829146,16,5681496,416,4984158,0,,,,
2863631,16,5793175,416,5045112,0,,,,
2839876,16,6280890,416,4983106,0,,,,
2871175,16,6296820,416,5040423,0,,,,
2830889,16,5654766,416,5038169,0,,,,
2837432,16,6075384,416,5004446,0,,,,
2849845,16,5527297,416,4981984,0,,,,
2829167,16,5566080,416,5080840,0,,,,
2836490,16,5609270,416,4991291,0,,,,
2988495,16,5887442,416,5029232,0,,,,
2854855,16,5682789,416,5004326,0,,,,
2831100,16,5647302,416,5262851,0,,,,
2829066,16,5780451,416,5093664,0,,,,
2835999,16,5698968,416,4987915,0,,,,
2938592,16,5755715,416,5070931,0,,,,
2836981,16,5501158,416,4987093,0,,,,
2840026,16,5730648,416,4982546,0,,,,
2832553,16,5804166,416,5003113,0,,,,
2829086,16,5621253,416,7997670,0,,,,
2839646,16,5661208,416,5001991,0,,,,
2871706,16,6029709,416,5078735,0,,,,
2919045,16,5517569,416,5017610,0,,,,
2834085,16,5620592,416,5022870,0,,,,
2835548,16,5620121,416,5053207,0,,,,
2835067,16,5673190,416,5001069,0,,,,
2829126,16,5525874,416,5003094,0,,,,
2999005,16,5690102,416,5012030,0,,,,
2953991,16,5828602,416,5060742,0,,,,
2842471,16,5575317,416,4986342,0,,,,
2829727,16,5642743,416,4994047,0,,,,
2834366,16,5889977,416,5020617,0,,,,
2844485,16,5754914,416,4991642,0,,,,
2898215,16,5592599,416,4992814,0,,,,
2851729,16,5511497,416,5040784,0,,,,
2834146,16,5933569,416,4997563,0,,,,
2831450,16,5644787,416,4986132,0,,,,
2825880,16,5478466,416,4988707,0,,,,
2832052,16,5840584,416,5011329,0,,,,
2841159,16,5583482,416,4986893,0,,,,
2833204,16,5386994,416,4983817,0,,,,
2830469,16,5544379,416,5019204,0,,,,
2835448,16,5778438,416,4990960,0,,,,
2832503,16,5550480,416,4988917,0,,,,
2843864,16,5726901,416,5011149,0,,,,
2839345,16,5618208,416,4995489,0,,,,
2834426,16,5519783,416,4983698,0,,,,
2833004,16,5590605,416,4995660,0,,,,
2831591,16,5764111,416,4995399,0,,,,
2834847,16,5614180,416,4981824,,,,,
2839645,16,5652261,416,4994107,,,,,
2837652,16,6206450,416,5045824,,,,,
2832232,16,6332207,416,4997674,,,,,
2833404,16,6442083,416,5001210,,,,,
2829156,16,5433882,416,4916070,,,,,
2838083,16,6401006,416,4890021,,,,,
2851648,16,5679253,416,4912514,,,,,
2829236,16,5440845,416,4876355,,,,,
2833164,16,5664074,416,4909689,,,,,
2833835,16,5866824,416,4905510,,,,,
2831801,16,5558816,416,4872268,,,,,
2828134,16,5424745,416,4911031,,,,,
2851969,16,5713235,416,4879993,,,,,
2835227,16,5947274,416,4900742,,,,,
2855336,16,5663051,416,4915079,,,,,
2844174,16,5559557,416,4897756,,,,,
2832493,16,5571810,416,4875173,,,,,
2838554,16,5764732,416,4884201,,,,,
2912122,16,6254681,416,4884381,,,,,
2873730,16,5678070,416,4893157,,,,,
2869492,16,5757408,416,4892476,,,,,
2829127,16,5782075,416,4884481,,,,,
2832943,16,5498493,416,4887767,,,,,
2854795,16,5480499,416,4879622,,,,,
2888057,16,5781243,416,4872839,,,,,
2830268,16,5556903,416,4881195,,,,,
2834015,16,6344720,416,4878390,,,,,
2832362,16,5411039,416,4874172,,,,,
2829086,16,5589824,416,4877087,,,,,
2868409,16,5758140,416,4868231,,,,,
2863921,16,5539900,416,4872670,,,,,
2844926,16,5620823,416,4894470,,,,,
2840367,16,5770573,416,4880965,,,,,
2834547,16,5604752,416,4878359,,,,,
2837892,16,5660086,416,4872268,,,,,
2845807,16,5581248,416,4877878,,,,,
2882036,16,5667320,416,4881566,,,,,
2847221,16,5561651,416,4872539,,,,,
2855015,16,5857486,416,4886515,,,,,
2955713,16,5592619,416,4888669,,,,,
2920377,16,5518681,416,4887377,,,,,
3097450,16,5844702,416,4867469,,,,,
3041895,16,5401871,416,4874553,,,,,
2981663,16,5645639,416,4881245,,,,,
2929464,16,5460712,416,4883690,,,,,
2889429,16,5607477,416,4980140,,,,,
2877447,16,5676296,416,4875895,,,,,
2936077,16,5488634,416,4875534,,,,,
2930776,16,5567311,416,4873240,,,,,
2909496,16,5982571,416,4886525,,,,,
2943461,16,5610684,416,4877128,,,,,
2847049,16,5607286,416,4872249,,,,,
2877397,16,5853248,416,4903276,,,,,
2969720,16,6106112,416,4878410,,,,,
2873839,16,5505786,416,4897976,,,,,
