sum_iterative_nif (Run Time Measurements),sum_iterative_nif (Memory Usage Measurements),sum_port (Run Time Measurements),sum_port (Memory Usage Measurements),sum_recursive2 (Run Time Measurements),sum_recursive2 (Memory Usage Measurements),sum_recursive (Run Time Measurements),sum_recursive (Memory Usage Measurements),sum_iterative (Run Time Measurements),sum_iterative (Memory Usage Measurements)
4992474,16,5667780,416,7201056,0,16944630,,23734616,
4959722,16,5569235,416,7211966,0,17718702,,24937983,
4962077,16,5584965,416,7205615,0,16933400,,22459294,
5012210,16,5746398,416,7209672,0,18919424,,20806143,
4963008,16,5573613,416,7205965,0,16073998,,20701947,
4957357,16,5721090,416,7202148,0,17014151,,20627017,
4986653,16,5764953,416,7226564,0,17477029,,20951797,
5161050,16,5563505,416,7206266,0,17742638,,20661121,
4958820,16,6039287,416,7256160,0,14106076,,20735630,
4974991,16,5562002,416,7205223,0,18375174,,21967782,
5008303,16,5793787,416,7478096,0,17026344,,30096267,
4979049,16,5763751,416,7201186,0,19238483,,28123457,
4954111,16,5593921,416,7516718,0,15407016,,24555505,
5039582,16,5764222,416,6518756,0,16346348,,30181327,
5051785,16,5850112,416,6709915,0,16546384,,28131222,
4986933,16,5882974,416,6395094,0,15180252,,29547819,
4980211,16,5425295,416,6256314,0,18001523,,27712476,
5124151,16,5699920,416,6224765,0,14281796,,25151903,
4972006,16,5541283,416,6260933,0,18315371,,32332491,
4981153,16,5842137,416,6226108,0,15389404,,23969576,
5118380,16,5810147,416,6271052,0,14469748,,26756113,
4975161,16,5525524,416,6233041,0,17692654,,24197694,
4961615,16,5672860,416,6223443,0,16663424,,24101875,
5074798,16,5596717,416,6470406,0,16502982,,29176462,
5219780,16,5502160,416,6224134,0,15635615,,30456874,
5115835,16,5435916,416,6516983,0,16898665,,27527389,
5079527,16,5566451,416,6744790,0,18224541,,25198171,
5244757,16,5517779,416,6224755,0,15552049,,29117411,
5103131,16,5651861,416,6381468,0,15740182,,31083759,
4986772,16,5642212,416,6279107,0,18671810,,28619518,
5279382,16,5580317,416,6227720,0,17653330,,25403225,
5192879,16,5644086,416,6292332,0,14552053,,28836334,
5053248,16,6239022,416,14308166,0,17261284,,28033819,
5103061,16,6068061,416,6238250,0,18040876,,30133868,
5079567,16,6059796,416,6227239,0,16712566,,29348014,
4996551,16,6226408,416,6311188,0,19356664,,27081984,
5058949,16,6205158,416,6226228,0,17267045,,24021284,
5112499,16,5739254,416,6235736,0,17974171,,25830025,
4957809,16,5362989,416,6280880,0,16863709,,25086280,
5032068,16,5596366,416,6237419,0,18575430,,25522178,
5109563,16,5662901,416,6465406,0,18399840,,29722195,
4989618,16,5584655,416,6223993,0,18467126,,25913843,
4955664,16,5496008,416,6227731,0,16199504,,26465337,
5114943,16,5497742,416,6256013,0,16248455,,24447503,
5071562,16,5640719,416,6228101,0,18422181,,34688079,
5041536,16,5766155,416,6228713,0,20796915,,41371304,
5107278,16,5485719,416,6253378,0,17713122,,33221008,
5074387,16,5591808,416,6223993,0,18423104,,27438172,
4979690,16,5595174,416,6353587,0,18913944,,22735993,
5078305,16,6157169,416,6260662,0,19874365,,21157051,
5157864,16,5844291,416,6228622,0,22740350,,20733748,
5056644,16,6463873,416,6259240,0,16488986,,21062533,
4987805,16,5630069,416,6223633,0,16130214,,20997592,
5219539,16,5524922,416,6239663,0,14268341,,20868580,
5062806,16,5403956,416,6236176,0,18647675,,21173462,
5010437,16,5491509,416,6227950,0,15460818,,21266235,
5076762,16,5364932,416,6454957,0,17735083,,21415716,
5044632,16,5476663,416,6266333,0,21254835,,21202165,
4965543,16,5482253,416,6189518,0,19531151,,23752970,
5048699,16,5556873,416,6140167,0,17392019,,29275207,
5066263,16,5411038,416,6161737,0,18767570,,45723467,
4965203,16,5513582,416,6095312,0,18117490,,45558347,
5007893,16,5654775,416,6137662,0,17968651,,46874575,
5141263,16,5635389,416,6089010,0,18713177,,33836332,
4985591,16,5968995,416,6128334,0,21069688,,39563403,
4990019,16,5648424,416,6094470,0,18657523,,39548836,
5136373,16,5647793,416,6093338,0,15099390,,39600263,
4988326,16,5769992,416,6123906,0,15293634,,39588711,
4957127,16,5703457,416,6097637,0,16304570,,39551030,
5054380,16,5800239,416,6095623,0,17811738,,39532586,
5039763,16,5684041,416,6115670,0,18817704,,39473866,
4959793,16,5700081,416,6094771,0,14408044,,39428841,
4996080,16,5642062,416,6137260,0,13465314,,39515133,
5122357,16,5474548,416,6305156,0,16670357,,39535501,
5002552,16,5644838,416,6089641,0,16461244,,39517297,
4979109,16,5745005,416,6123355,0,17948984,,39539659,
5137506,16,5698127,416,6089802,0,17562258,,39576517,
5009526,16,5555960,416,6092657,0,16227686,,39585275,
4961396,16,5598159,416,6100672,0,18388238,,39470499,
5180617,16,5537607,416,6099169,0,17173040,,39594732,
5075249,16,5469308,416,6092998,0,18460984,,39512929,
5019935,16,6099790,416,6117774,0,16813014,,39548876,
5096329,16,5638705,416,6089160,0,23476211,,39584332,
5115334,16,5704839,416,7144750,0,16556302,,39391761,
4978027,16,5695041,416,6096464,0,20941677,,39487041,
4979880,16,5573754,416,6088980,0,23545872,,39440983,
5221964,16,5991086,416,6120209,0,16382887,,39355894,
4983206,16,5758620,416,6074793,0,22854395,,39644946,
4963609,16,5666177,416,6084953,0,18907533,,39508871,
5021799,16,5578854,416,6129437,0,15270170,,39437728,
5014064,16,5741809,416,6308051,0,18760657,,39472522,
4959441,16,5573333,416,6309764,0,19534688,,33412006,
5075068,16,5794739,416,6094250,0,19629106,,22461327,
5073416,16,5878866,416,6077639,0,14957804,,24260362,
4964982,16,5511276,416,6130778,0,16366045,,27482435,
4980020,16,5663112,416,6093269,0,18693060,,26885064,
5295773,16,5684812,416,6088720,0,19793805,,28425544,
5154608,16,5613268,416,6136469,0,18501330,,22819540,
5046626,16,5645438,416,6098899,0,18843822,,24968499,
5238796,16,5518951,416,6102715,0,18776666,,25315390,
5193410,16,5824525,416,6128354,0,19836334,,22360639,
4967387,16,5524352,416,6094180,0,21659404,,21501046,
5087371,16,5709498,416,6107104,0,17132302,,22543693,
5075590,16,5613789,416,6069444,0,18149812,,26140568,
4984068,16,5732421,416,6090283,0,18680967,,24661354,
5019875,16,5747099,416,6127282,0,25445304,,25582752,
4994417,16,5487142,416,6318771,0,15857421,,21179904,
4968890,16,5656559,416,6072489,0,18062147,,20953428,
4952729,16,5643725,416,6138472,0,17442644,,21136633,
5052496,16,5600755,416,6089882,0,19843728,,20685326,
4972726,16,5992549,416,6133114,0,17147060,,21392924,
4956636,16,5563254,416,6127472,0,19410755,,21503170,
5035033,16,5634669,416,6094682,0,144343795,,21275654,
4978037,16,5577762,416,6046731,0,19593228,,21240739,
4958419,16,5697696,416,5930973,0,18821771,,20941146,
5048859,16,5768980,416,6088680,0,17672816,,21721831,
5033981,16,5644847,416,6117384,0,19273259,,21287185,
4978938,16,5785681,416,6080825,0,15295989,,20785845,
5040423,16,5684100,416,6210839,0,20107011,,20672012,
5097581,16,5705461,416,6103978,0,17554414,,21130070,
4996561,16,5894736,416,6109779,0,17084172,,21080368,
4956737,16,5621653,416,6159193,0,11250321,,20979969,
5074768,16,5423953,416,6097827,0,16978584,,20621838,
5063968,16,5552263,416,6125449,0,15785696,,21107769,
4988366,16,5564536,416,4982735,0,16875140,,21418672,
5058568,16,5870591,416,4944263,0,15977286,,21319897,
5038651,16,5634968,416,4943702,0,16867005,,21014774,
4959301,16,5358140,416,4965693,0,15726676,,20799590,
4973368,16,5989935,416,4955154,0,15380507,,20595258,
5085558,16,5413192,416,4943672,0,17823189,,21189452,
5021539,16,5697076,416,4943662,0,16178453,,21631031,
5016909,16,5812582,416,4967657,0,17009602,,20831130,
5092011,16,5555871,416,4958901,0,17501946,,20622629,
5082622,16,5867124,416,4944404,0,19573521,,20549922,
5072453,16,5507480,416,4968578,0,19681614,,20664367,
5120203,16,5516597,416,4946297,0,18785473,,21048858,
5059379,16,5737250,416,4949583,0,19787373,,20674847,
5018793,16,5575458,416,4968158,0,18790994,,20562195,
4986102,16,5597128,416,4947008,0,16596207,,20666291,
5014745,16,5552053,416,4944724,0,18325951,,20584737,
4958200,16,5641081,416,4944553,0,18785443,,20646454,
4984018,16,5617726,416,4977596,0,17386880,,26030051,
5075960,16,5524020,416,4956295,0,19738981,,23644316,
5007893,16,5894816,416,4944424,0,20188434,,20569018,
4971635,16,5616654,416,5496179,0,17298244,,21454770,
5110896,16,5472915,416,4944724,0,18547236,,21452475,
5003995,16,5704669,416,4945285,0,20629452,,20750759,
4963790,16,5581748,416,4965924,0,16215142,,20648397,
5017912,16,5556100,416,4954683,0,19867843,,21211763,
5050382,16,5799347,416,4944394,0,17591113,,21570828,
4966595,16,5534851,416,4944063,0,21731880,,20962477,
4958881,16,5555439,416,4966785,0,20063811,,21372806,
5108842,16,5746478,416,4944685,0,20283713,,22720123,
4970743,16,5819495,416,4950024,0,20287901,,22675308,
4955725,16,5677088,416,4965483,0,20823536,,21036305,
5061242,16,5557664,416,4944724,0,18908484,,23532747,
5063467,16,5492361,416,4986533,0,19766343,,21035734,
4983877,16,5987429,416,5152373,0,19940539,,21635538,
5045503,16,6156457,416,4982505,0,17490955,,21826737,
5103011,16,6670041,416,4946548,0,20133571,,22386607,
5044641,16,6837564,416,4952358,0,18704651,,21285532,
4985230,16,5932236,416,4957377,0,17367243,,22144283,
5085619,16,5312053,416,4947660,0,17613395,,23031045,
4991392,16,5430815,416,4948571,0,19304587,,21155719,
4959512,16,5572602,416,5183302,0,19769719,,21139669,
5069929,16,5522197,416,4953070,0,20227858,,21168743,
4961656,16,5606515,416,4944083,0,18565761,,21000177,
4952830,16,5769691,416,4948130,0,17450168,,21684882,
5048659,16,5702886,416,5019945,0,21504753,,21449921,
5058247,16,5817001,416,4949553,0,19746185,,20953470,
5004536,16,5542726,416,4943903,0,19707443,,21844571,
4979991,16,5735047,416,4968068,0,20662894,,23652682,
5102660,16,5932086,416,4944253,0,18291176,,21467113,
4972566,16,5762587,416,4947520,0,15971866,,21002020,
4975772,16,5481651,416,4955314,0,16712215,,21915524,
5106648,16,5681255,416,4947409,0,16126506,,21486399,
5054781,16,5565138,416,4944393,0,18070532,,21266216,
4957749,16,5604262,416,4953170,0,15801937,,20958238,
5042548,16,5823802,416,4967727,0,15389984,,26542852,
5101208,16,5568224,416,4950525,0,17565956,,26219075,
5039872,16,5651730,416,4945135,0,19013441,,23902401,
5004085,16,5606535,416,4964841,0,16254346,,27314911,
5104765,16,5567202,416,4945406,0,12685392,,26893340,
5054169,16,6256374,416,4991211,0,16911278,,23810428,
4960624,16,5618148,416,5234358,0,19476840,,24344570,
5060571,16,5804426,416,5439261,0,15725374,,25965099,
5104103,16,5753681,416,5125533,0,16725039,,26687594,
4982194,16,5820066,416,5327682,0,18448060,,22769426,
5140371,16,5572893,416,5289652,0,18017372,,20796285,
5105425,16,5744554,416,5186037,0,17938595,,24745221,
5054600,16,5788947,416,5185956,0,14206215,,21294298,
5056293,16,5536484,416,5224048,0,17514339,,22395043,
5007942,16,6018759,416,5155830,0,17130509,,22393300,
5032659,16,5686034,416,5093724,0,17155315,,21656057,
4983055,16,5516417,416,5162132,0,18125986,,21347519,
5068657,16,5903773,416,5107931,0,15019090,,21296153,
5001912,16,5350094,416,5083684,0,14912088,,20618721,
4959933,16,5644827,416,5107069,0,20493016,,20968137,
5034513,16,5522918,416,5085178,0,18880792,,22123564,
4976954,16,5677178,416,5101037,0,20032763,,31467950,
4957999,16,5572362,416,5102820,0,18727415,,28782573,
5013233,16,5635399,416,5206064,0,19317451,,27788599,
4961476,16,5611665,416,5213819,0,17217502,,26744581,
4959802,16,5534811,416,5188711,0,20724049,,29553379,
4961736,16,5775723,416,5185867,0,19179853,,28976016,
5155679,16,5435103,416,5542576,0,18777989,,31580080,
5058768,16,5648885,416,5084476,0,20007976,,30984613,
4969009,16,5612206,416,5096759,0,18066665,,24729160,
4979219,16,6565083,416,9614463,0,21439521,,30772085,
4987264,16,6094731,416,5120634,0,19553894,,27536987,
4960264,16,6569442,416,5095697,0,16422481,,28828740,
4985550,16,6119327,416,5092371,0,18779893,,24021493,
4957458,16,5652411,416,5109183,0,17938725,,26283957,
4958550,16,5610183,416,5076662,0,17915933,,27529503,
4957418,16,5651509,416,5090127,0,20385745,,27327144,
4962487,16,5744024,416,5107419,0,20516500,,23636121,
4977456,16,5578733,416,5107760,0,16538609,,25924333,
4958450,16,5567182,416,5078926,0,15550195,,26857353,
4957027,16,5722664,416,5060942,0,17027176,,28451662,
4967487,16,5535932,416,5111026,0,18503625,,29122080,
4959832,16,5723475,416,5061183,0,20672111,,26617572,
4956086,16,5655287,416,5062865,0,19329043,,24721387,
4952830,16,5779089,416,5102120,0,16189044,,27536777,
4984929,16,5575167,416,5091560,0,15639482,,29972224,
4974771,16,5770222,416,5068436,0,15960945,,33974751,
4957719,16,6066688,416,5177351,0,17273106,,29736943,
4960374,16,5692196,416,5119522,0,17354089,,24778293,
4960464,16,5471632,416,5110254,0,15584389,,27776927,
4957147,16,5590125,416,5428832,0,16094195,,23336569,
4959702,16,5529140,416,5101959,0,17702933,,22919116,
5027218,16,5566540,416,5074127,0,19333130,,22958740,
4978948,16,5677589,416,5094064,0,17922254,,25353282,
4958811,16,5570909,416,5086941,0,16516188,,24826634,
4953450,16,6230476,416,5077002,0,15291299,,23745958,
4958050,16,5611855,416,5059800,0,17298063,,28528427,
4953390,16,5484596,416,5135602,0,16990586,,26764589,
4965674,16,5820557,416,5124451,0,18050796,,31634042,
4982725,16,5547815,416,5091038,0,16371176,,28495405,
4962738,16,5573704,416,5111116,0,16450043,,29580469,
4960163,16,5813834,416,5102700,0,18709751,,24887057,
4960664,16,5581789,416,5091230,0,17251636,,22034246,
4973928,16,5681516,416,5034402,0,16920365,,21699058,
4957177,16,5470651,416,4725743,0,16635170,,23747700,
4959161,16,5808915,416,4721595,0,17671073,,21553284,
4966315,16,5553256,416,4725243,0,14963455,,20717006,
4959652,16,5732051,416,4716276,0,16049471,,21163894,
4956706,16,5556963,416,4780837,0,17803631,,20667132,
4958500,16,5542124,416,4750510,0,17273508,,20843242,
4963910,16,5785141,416,4707409,0,16398957,,20654429,
4962478,16,5454900,416,4697571,0,18478308,,24992264,
5001671,16,5799497,416,4685257,0,15377050,,31698222,
4960614,16,5727522,416,4713611,0,17445219,,42401126,
4961656,16,5590525,416,4684566,0,14651339,,55763378,
4957579,16,5659816,416,4702560,0,16772147,,26344882,
4957027,16,5716672,416,4685498,0,17142572,,30364060,
4959161,16,5573052,416,4689926,0,15547200,,23017150,
4971194,16,5786263,416,4687211,0,17596754,,26852433,
4952198,16,5639057,416,4733709,0,18648256,,29142247,
4959762,16,6783883,416,4719081,0,12636420,,27689854,
4966926,16,6618363,416,4694795,0,17315186,,29268164,
4957879,16,6687392,416,4875123,0,16937066,,29724190,
4962457,16,6475145,416,4694244,0,17038226,,29796294,
4959081,16,6687533,416,4653138,0,19548364,,32585576,
4952869,16,6533374,416,4659810,0,18973295,,31751030,
4953320,16,5439231,416,4665020,0,18322354,,28411848,
4956626,16,6644031,416,4655201,0,14554518,,25248225,
4960414,16,6434859,416,4654860,0,18496782,,25024494,
4955124,16,6450338,416,4658136,0,21538537,,24971876,
4958951,16,6506463,416,4648709,0,19216060,,31572115,
4962628,16,6467229,416,4632840,0,16100417,,28795377,
4958139,16,6787651,416,4616118,0,17275221,,25372788,
4954863,16,6626879,416,4629372,0,14503572,,27510447,
4959011,16,6813329,416,4633590,0,20241664,,30148696,
4964511,16,6490002,416,4625295,0,18854111,,26966397,
4961025,16,6521832,416,4630705,0,20901602,,31832173,
4971605,16,6368655,416,4641846,0,17440330,,26528526,
4975863,16,6674669,416,4645753,0,12311020,,29207530,
4961535,16,6343988,416,4622410,0,16690463,,29218852,
4956496,16,6357454,416,4630525,0,16658524,,28240897,
4966554,16,6228102,416,4626146,0,17875387,,26861891,
4959432,16,6430420,416,4609525,0,16981340,,31807346,
4965674,16,6669890,416,4599447,0,24566526,,30077903,
4966515,16,6443786,416,4621307,0,22301728,,30465019,
4957598,16,6162088,416,4592904,0,15226888,,37867091,
4956827,16,6388772,416,4656994,0,18913243,,30386080,
4997614,16,6439227,416,4655261,0,16049973,,25193662,
5026648,16,6435550,416,4593465,0,17846823,,28433860,
4973659,16,6236526,416,4576624,0,17310106,,31688804,
4955825,16,6632270,416,4565522,0,17607814,,32281375,
4960053,16,6463673,416,4602543,0,17133284,,29587724,
4962387,16,6550556,416,4556846,0,18061957,,26187345,
4963339,16,6280188,416,4561295,0,16628117,,30788355,
4976204,16,6125169,416,4588185,0,17917275,,21557101,
4956767,16,6278927,416,4566886,0,17381790,,21831937,
4960714,16,6119217,416,4557117,0,15163951,,,
4964050,16,6289517,416,4556806,0,16599444,,,
4956186,16,6340522,416,4571885,0,16071192,,,
4957818,16,6253499,416,4524406,0,17823960,,,
4976484,16,6109508,416,4524486,0,17686552,,,
4965002,16,6090312,416,4525669,0,14683910,,,
4956096,16,6114147,416,4545676,0,18192852,,,
4956166,16,6335754,416,4567317,0,16627987,,,
4983958,16,6166305,416,4550675,0,16998622,,,
4971524,16,6245053,416,4548521,0,18505197,,,
4956096,16,6194949,416,4542349,0,15593687,,,
4962838,16,6487117,416,4513506,0,15630386,,,
4965303,16,6390025,416,4505219,0,15690678,,,
4959221,16,6314393,416,4514668,0,15938233,,,
4953481,16,6141289,416,4502815,0,17759629,,,
4979088,16,6229754,416,4497796,0,16087252,,,
4961736,16,5934231,416,4497515,0,15351502,,,
4959602,16,6501744,416,4512613,0,13829819,,,
4962858,16,6136699,416,4498037,0,12709738,,,
4960163,16,6472600,416,4497506,0,16506870,,,
4963358,16,6105481,416,4489370,0,17084343,,,
4967557,16,5999563,416,4468831,0,18683251,,,
4967026,16,6257036,416,4470675,0,15913577,,,
4955745,16,5438520,416,4467109,0,18723818,,,
4968518,16,5188611,416,4528184,0,18950442,,,
4993395,16,5191417,416,4474782,0,20463300,,,
4956927,16,5105687,416,4488118,0,15529556,,,
4966575,16,4836060,416,4464833,0,20538591,,,
5023883,16,5784128,416,7989695,0,20605747,,,
4958610,16,6269679,416,4458172,0,22169199,,,
4959091,16,6005594,416,4456458,0,21571749,,,
4966495,16,5849972,416,4439757,0,20110989,,,
4953451,16,5916717,416,4442912,0,20496583,,,
4964641,16,5991968,416,4439457,0,18216957,,,
4959312,16,5782165,416,4438715,0,17669390,,,
4959071,16,5972512,416,4441911,0,17714304,,,
4960554,16,5774981,416,4915009,0,20200998,,,
4967797,16,5938889,416,5055872,0,17556939,,,
4977415,16,6138453,416,5756025,0,14919202,,,
4953581,16,5890638,416,5557433,0,17610690,,,
4958901,16,5926486,416,5161962,0,18083106,,,
5003274,16,5922016,416,4643940,0,15362654,,,
4957037,16,5738342,416,4766480,0,16288830,,,
4958530,16,4743998,416,4532170,0,13550174,,,
4961014,16,5857366,416,4536478,0,16507541,,,
4966655,16,5906729,416,4552399,0,16122749,,,
4960473,16,5819034,416,4538732,0,17693374,,,
4953009,16,5770462,416,4641586,0,16798176,,,
4959221,16,5808685,416,4550023,0,17827526,,,
4958290,16,6046531,416,4545315,0,17464105,,,
4958059,16,5782606,416,4523114,0,18245380,,,
4960905,16,5690983,416,4529255,0,13539143,,,
4959242,16,5853117,416,4539214,0,18110878,,,
4968359,16,5611485,416,4560083,0,15070065,,,
4979339,16,6271643,416,4541207,0,17777002,,,
4963800,16,5920845,416,4520048,0,14160679,,,
4956867,16,5555260,416,4532901,0,17394184,,,
4955485,16,6306809,416,4535717,0,21351637,,,
4962146,16,5550690,416,4532781,0,16447608,,,
4962237,16,6519558,416,4526670,0,18789621,,,
4966565,16,5594593,416,4527993,0,17801277,,,
4974560,16,5557013,416,4544754,0,20353685,,,
4964231,16,5630320,416,4532110,0,20173356,,,
4956847,16,5700802,416,4523515,0,18897674,,,
4961616,16,5681787,416,4530627,0,17797910,,,
4956987,16,5488534,416,4518705,0,19018971,,,
4965222,16,5648555,416,4528604,0,17084743,,,
4961846,16,5630490,416,4528684,0,21346266,,,
4960704,16,5786543,416,4528494,0,20300514,,,
4961015,16,5747660,416,4530989,0,18101501,,,
4963009,16,6122824,416,4528604,0,16381344,,,
4957317,16,5389298,416,4536890,0,19078443,,,
4960023,16,5571280,416,4530758,0,17874294,,,
4955174,16,5538929,416,4528182,0,19073283,,,
4960875,16,5401420,416,4547780,0,16761758,,,
4957437,16,5494615,416,4543180,0,18039434,,,
4962508,16,5483555,416,6336074,0,17381059,,,
4963860,16,5683229,416,4855176,0,17605209,,,
4967897,16,5574485,416,4439346,0,18007925,,,
4956036,16,5421619,416,4469643,0,18866876,,,
4957669,16,5459600,416,4467128,0,21656779,,,
4954934,16,5349453,416,4488979,0,20443323,,,
4956726,16,6017246,416,4490913,0,21935231,,,
5133338,16,5925563,416,4467269,0,19435422,,,
5055181,16,6261424,416,4480073,0,20435979,,,
5049752,16,5625882,416,4540035,0,19273609,,,
4985030,16,5894245,416,4500722,0,19418831,,,
4956025,16,6025101,416,4474091,0,21425535,,,
4953611,16,5426487,416,4538131,0,20214413,,,
4960865,16,5657220,416,4529997,0,19667077,,,
4956055,16,5693668,416,4495322,0,17259081,,,
4961886,16,5469058,416,4469422,0,18026399,,,
4956847,16,5487352,416,4491384,0,141797349,,,
4954894,16,5395119,416,4469042,0,17268217,,,
4960043,16,5418654,416,4469472,0,17410474,,,
4970943,16,5402212,416,4467259,0,21778777,,,
4957167,16,5509544,416,4484091,0,22451038,,,
5041195,16,5784549,416,4500931,0,20365667,,,
4975431,16,4600358,416,4587424,0,20390824,,,
4961646,16,4947239,416,4762773,0,21972260,,,
5008093,16,5088925,416,4829438,0,20335911,,,
4989558,16,4276941,416,4749909,0,22315424,,,
4960865,16,4507845,416,4816253,0,19896517,,,
5007752,16,5520925,416,4943381,0,24330683,,,
5029413,16,5404527,416,4736414,0,23688850,,,
4957468,16,5537917,416,4550875,0,26564433,,,
4952439,16,5406620,416,4540787,0,26468032,,,
5082693,16,5763149,416,4776769,0,23635510,,,
4960934,16,5521416,416,4603685,0,24563691,,,
4958940,16,5349193,416,4533002,0,25304830,,,
5029313,16,5350395,416,4598155,0,21555087,,,
5022831,16,5417681,416,4516039,0,22754537,,,
4991582,16,5517148,416,4531439,0,26363166,,,
4979289,16,5322984,416,4531239,0,22597764,,,
5037207,16,6034799,416,4670349,0,22297891,,,
5012470,16,5214781,416,4640504,0,20988405,,,
4961576,16,5373068,416,4618192,0,20025068,,,
5012882,16,5023582,416,4589347,0,26541230,,,
4970894,16,5420356,416,5077323,0,25701625,,,
4988616,16,5267339,416,4752434,0,23072073,,,
5040864,16,5645719,416,4643810,0,19944897,,,
5014334,16,5569596,416,4645072,0,27308960,,,
4962267,16,5682949,416,4725213,0,23568463,,,
4985781,16,6243149,416,4645562,0,25370814,,,
5002703,16,5280393,416,8009031,0,26661435,,,
4963600,16,5523450,416,4673115,0,28732690,,,
4954242,16,5400959,416,4442542,0,21234707,,,
5066042,16,5631583,416,4450807,0,23178402,,,
4964010,16,5741238,416,4471076,0,25827511,,,
4960064,16,5644627,416,4494129,0,23499675,,,
5026317,16,5577291,416,4468842,0,23728514,,,
5027931,16,5748802,416,4490201,0,24475305,,,
5017100,16,5578283,416,4573178,0,22991131,,,
4995920,16,5592149,416,4590249,0,23324757,,,
5085668,16,5429744,416,4564420,0,26515531,,,
4986322,16,5881141,416,4605188,0,25991509,,,
4959892,16,5778177,416,4556977,0,25777077,,,
5083956,16,5830626,416,4593286,0,23104384,,,
5007953,16,5661879,416,4571294,0,26777643,,,
4970453,16,5673070,416,4569750,0,25258173,,,
5046264,16,5669664,416,4709573,0,26530369,,,
4971745,16,5484797,416,4557297,0,23091268,,,
4961466,16,5617906,416,4565342,0,24293424,,,
5008173,16,5750455,416,4581933,0,19464487,,,
5081951,16,5655517,416,4571595,0,23730778,,,
4959442,16,5662550,416,4588456,0,24301319,,,
4961085,16,5624118,416,4587454,0,25380192,,,
5014966,16,5506528,416,4580391,0,22877518,,,
5073947,16,5601836,416,4570312,0,27324739,,,
4957028,16,5621834,416,4567486,0,25365614,,,
5054780,16,5632564,416,4609245,0,19571016,,,
5085148,16,5538949,416,4576533,0,24899671,,,
4951276,16,5562362,416,4562858,0,23074908,,,
5005448,16,5440183,416,4616678,0,26163151,,,
5042397,16,5845374,416,4608043,0,25550661,,,
5004566,16,6698473,416,4606089,0,24152019,,,
4960544,16,5355354,416,4559011,0,26697393,,,
5064249,16,5369470,416,4616428,0,22368073,,,
5035604,16,5664855,416,4594327,0,21556190,,,
4982746,16,5718806,416,4574730,0,23044070,,,
5004817,16,5439553,416,4581143,0,25170289,,,
5034061,16,5621503,416,4613493,0,24410403,,,
4960254,16,5715319,416,4568659,0,27732764,,,
5002983,16,5711272,416,4571063,0,27198142,,,
5079417,16,5645158,416,4585390,0,22559311,,,
4994968,16,5602107,416,4564871,0,21204691,,,
5047367,16,5571740,416,4548622,0,26482219,,,
5185556,16,6508277,416,4615125,0,22848814,,,
5033751,16,5423452,416,4637829,0,25490649,,,
4957839,16,5800460,416,4574419,0,22583577,,,
5091931,16,5388817,416,4530167,0,24892577,,,
5046915,16,5601486,416,4586532,0,26443517,,,
5009155,16,6044196,416,4629013,0,24401397,,,
5029503,16,5578442,416,4613523,0,27818695,,,
5092521,16,5532046,416,4568048,0,23645598,,,
4964772,16,5905616,416,4578818,0,26205379,,,
5002753,16,5467344,416,4542179,0,23004887,,,
5077894,16,5678611,416,4547799,0,25587701,,,
4980521,16,5849421,416,4547589,0,22893459,,,
4956716,16,5543327,416,4590018,0,21269172,,,
5081721,16,5638725,416,4584309,0,23622295,,,
5001110,16,5760284,416,4529786,0,24034327,,,
5015828,16,5473967,416,4565593,0,21981688,,,
5060993,16,5900045,416,4566325,0,26978340,,,
5109173,16,5765073,416,4533022,0,24971205,,,
4994178,16,5580697,416,4535937,0,25923100,,,
4986392,16,5709128,416,4561345,0,23129941,,,
5085869,16,5475088,416,4552488,0,22882457,,,
4965723,16,5621683,416,4552959,0,25705392,,,
4956946,16,5465471,416,4558169,0,23163965,,,
5070540,16,5969796,416,4548781,0,26130510,,,
5013964,16,5450463,416,4584669,0,24047221,,,
4960193,16,5657340,416,4557528,0,26837074,,,
5058948,16,5564957,416,4558901,0,22963750,,,
5035455,16,5562242,416,4532961,0,26078241,,,
4993105,16,5683840,416,4554342,0,23373769,,,
4996411,16,5489977,416,4557438,0,23769050,,,
5069829,16,5535202,416,4572756,0,25294281,,,
4960254,16,5738683,416,4560263,0,25537638,,,
5055061,16,5637103,416,4557348,0,20860535,,,
5009505,16,5781423,416,4540456,0,21622213,,,
4954042,16,5683460,416,4556215,0,26881949,,,
5016609,16,5680685,416,4564581,0,21382644,,,
5051745,16,5590245,416,4547118,0,30918188,,,
4965072,16,5638105,416,4559121,0,25254807,,,
4953320,16,5647111,416,4540236,0,26547852,,,
5085047,16,5635159,416,4552328,0,25413665,,,
4961967,16,5590245,416,4546517,0,30295070,,,
4953972,16,5772426,416,4548200,0,21983401,,,
5080910,16,5559147,416,4542560,0,21730527,,,
5041445,16,5798014,416,4558911,0,22515279,,,
4967486,16,5687047,416,4567067,0,25909475,,,
5035575,16,5446526,416,4547850,0,20868009,,,
5067054,16,5705191,416,4545435,0,18889238,,,
4968099,16,5373388,416,4596911,0,22688383,,,
4950896,16,5548045,416,4560353,0,17518687,,,
5092481,16,9850114,416,4550124,0,20045837,,,
4979850,16,5544289,416,4554953,0,18538731,,,
4963710,16,5749423,416,4548781,0,22424699,,,
5069288,16,5571339,416,4564020,0,23664063,,,
5018633,16,5821999,416,4550765,0,19348339,,,
4980871,16,5862366,416,4535877,0,19765541,,,
5160018,16,5679512,416,4559501,0,22870365,,,
