sum_iterative_nif (Run Time Measurements),sum_iterative_nif (Memory Usage Measurements),sum_recursive2 (Run Time Measurements),sum_recursive2 (Memory Usage Measurements),sum_port (Run Time Measurements),sum_port (Memory Usage Measurements),sum_recursive (Run Time Measurements),sum_recursive (Memory Usage Measurements),sum_iterative (Run Time Measurements),sum_iterative (Memory Usage Measurements)
2833026,16,4341441,,10844025,,,,,
2847934,16,4340059,,10517722,,,,,
2835481,16,4347874,,10778072,,,,,
2834248,16,4353515,,10714442,,,,,
2829088,16,4348584,,10518463,,,,,
2831503,16,4339848,,10619604,,,,,
2838736,16,4345940,,10471946,,,,,
2832304,16,4356681,,7616367,,,,,
2846491,16,4418787,,10725603,,,,,
2833707,16,4411313,,7697791,,,,,
2836392,16,4528834,,10912444,,,,,
2833016,16,4441339,,7530397,,,,,
2834659,16,4417455,,10554601,,,,,
2835961,16,4382979,,7590500,,,,,
2843746,16,4376999,,10589988,,,,,
2838487,16,4551567,,6666131,,,,,
2840700,16,4464844,,9727216,,,,,
2836502,16,4352001,,7595008,,,,,
2828958,16,4422324,,10603955,,,,,
2847914,16,4533623,,7768293,,,,,
2837424,16,4354365,,10586522,,,,,
2830521,16,4367421,,7737586,,,,,
2839728,16,4362330,,10751692,,,,,
2840380,16,4512183,,7706518,,,,,
2825882,16,4401374,,10629472,,,,,
2834128,16,4357702,,7761731,,,,,
2837624,16,4369324,,10491082,,,,,
2904300,16,5232477,,7677413,,,,,
2943794,16,4349206,,7617130,,,,,
2839468,16,4353053,,10653337,,,,,
2838647,16,4434707,,10432703,,,,,
2833296,16,4470134,,7859285,,,,,
2848745,16,4358894,,10695697,,,,,
2834178,16,4433384,,7613032,,,,,
2832675,16,4521059,,10503916,,,,,
2825882,16,4469602,,7515308,,,,,
2841802,16,4450196,,10493386,,,,,
2836963,16,4442020,,7519726,,,,,
2829169,16,4599867,,9635474,,,,,
2849066,16,4435228,,3797869,,,,,
2841682,16,4427583,,8876687,,,,,
2842674,16,4500230,,6810373,,,,,
2834318,16,4568108,,10589717,,,,,
2839258,16,4429607,,7814030,,,,,
2843255,16,4416232,,10573818,,,,,
2841362,16,4638750,,7639081,,,,,
2834298,16,5091371,,10537990,,,,,
2834929,16,4420360,,7579518,,,,,
2835550,16,4449355,,10587322,,,,,
2845620,16,4512233,,7913357,,,,,
2840750,16,4362390,,9042859,,,,,
2830150,16,4372990,,7568879,,,,,
2832305,16,4410702,,10865366,,,,,
2833758,16,4484510,,7694896,,,,,
2833848,16,4355327,,10724240,,,,,
2832244,16,4358143,,7560052,,,,,
2837154,16,4601750,,10589187,,,,,
2838767,16,4496753,,7475383,,,,,
2841412,16,4429347,,10600488,,,,,
2825883,16,4360057,,7710265,,,,,
2864294,16,4525187,,10768053,,,,,
2842524,16,4363373,,7797749,,,,,
2829088,16,4371838,,10660230,,,,,
2848986,16,4437492,,7832925,,,,,
2833567,16,4524004,,10495860,,,,,
2838947,16,4419147,,7573607,,,,,
2839036,16,4436100,,10565292,,,,,
2835651,16,4577264,,7564600,,,,,
2842163,16,4724812,,8247936,,,,,
2888630,16,5049593,,10508064,,,,,
2841472,16,4614715,,7663226,,,,,
2830802,16,4832455,,10439043,,,,,
2829990,16,4704053,,7714222,,,,,
2825902,16,4730463,,7485812,,,,,
2841512,16,4718851,,10436249,,,,,
2840680,16,4746813,,7676281,,,,,
2830431,16,4754257,,10727035,,,,,
2840209,16,4696609,,10139701,,,,,
2837093,16,4901174,,9302658,,,,,
2833707,16,4647947,,8070962,,,,,
2835510,16,4564681,,7535175,,,,,
2868994,16,4706888,,10426981,,,,,
2879724,16,4950136,,7451669,,,,,
2945597,16,4680759,,10450716,,,,,
2959123,16,4753636,,5113363,,,,,
2950447,16,4887909,,8924917,,,,,
2949805,16,4588246,,3832475,,,,,
2910131,16,4594728,,8793140,,,,,
2948593,16,4940728,,4077325,,,,,
2953372,16,4670009,,8839076,,,,,
2899671,16,4564971,,4590099,,,,,
2887839,16,4544934,,9645422,,,,,
2890795,16,5010910,,7610387,,,,,
2903879,16,4961958,,10639842,,,,,
2899651,16,4873923,,10437541,,,,,
2903057,16,5186299,,7645964,,,,,
2889532,16,4906865,,10604204,,,,,
2856460,16,4854505,,8053319,,,,,
2870707,16,4696358,,10431129,,,,,
2875656,16,4796727,,7760789,,,,,
2879132,16,4599166,,8374783,,,,,
2894421,16,4492516,,7577495,,,,,
2835791,16,4544703,,8513614,,,,,
2838486,16,4508535,,10584829,,,,,
2842083,16,4477096,,7549211,,,,,
2833025,16,4565122,,10575762,,,,,
2841481,16,4383701,,8932613,,,,,
2837174,16,4481945,,8819930,,,,,
2825873,16,4629322,,8333045,,,,,
2847293,16,4692471,,9021288,,,,,
2872770,16,4831112,,4231996,,,,,
2882819,16,4977367,,9025086,,,,,
2877289,16,4986645,,4070432,,,,,
2852543,16,4823377,,9216866,,,,,
2841201,16,4701649,,10606950,,,,,
2839808,16,4537420,,4604897,,,,,
2862350,16,4586712,,9906884,,,,,
2876948,16,4504147,,9923003,,,,,
2866138,16,4523945,,4704845,,,,,
2875836,16,4459333,,9179696,,,,,
2834117,16,4659359,,8941309,,,,,
2834308,16,4400022,,4575512,,,,,
2829098,16,4398028,,9541116,,,,,
2841331,16,4587093,,4147277,,,,,
2841351,16,4513024,,8968149,,,,,
2833787,16,4451950,,9326953,,,,,
2834678,16,4396385,,10648178,,,,,
2843726,16,4514126,,6795936,,,,,
2830410,16,4475784,,9252774,,,,,
2835340,16,4479862,,7661303,,,,,
2841381,16,4438434,,9745871,,,,,
2831803,16,4464673,,3706397,,,,,
2830371,16,4367470,,8784344,,,,,
2825883,16,4340119,,4147747,,,,,
2834950,16,4411132,,8729481,,,,,
2837014,16,4412195,,4141645,,,,,
2835120,16,4358344,,8145623,,,,,
2835189,16,4351761,,3778413,,,,,
2838195,16,4359916,,7932883,,,,,
2841261,16,4522572,,3879763,,,,,
2829098,16,4442151,,7804361,,,,,
2840079,16,4360618,,9535736,,,,,
2838536,16,4434696,,10840048,,,,,
2833106,16,4383962,,10572364,,,,,
2842884,16,4352271,,4604265,,,,,
2844899,16,4349617,,9874493,,,,,
2838346,16,4425740,,4613794,,,,,
2847392,16,4389101,,8165390,,,,,
2834839,16,4352241,,4713130,,,,,
2835380,16,4364094,,7902546,,,,,
2832304,16,4518555,,8751752,,,,,
2835350,16,4378742,,3948312,,,,,
2831102,16,4381487,,9344637,,,,,
2832305,16,4375465,,8870285,,,,,
2832795,16,4475483,,4615597,,,,,
2834458,16,4385745,,9299331,,,,,
2832274,16,4364886,,4606470,,,,,
2838166,16,4441930,,10430959,,,,,
2835130,16,4418687,,6364113,,,,,
2836402,16,4365516,,9436690,,,,,
2835120,16,4360989,,4336312,,,,,
2834509,16,4494089,,9125274,,,,,
2837855,16,4464402,,3867651,,,,,
2835100,16,4359416,,8718499,,,,,
2829089,16,4348945,,3762142,,,,,
2846221,16,4441158,,8612831,,,,,
2829930,16,4391896,,4232256,,,,,
2829098,16,4363773,,4805333,,,,,
2841822,16,4374974,,3527952,,,,,
2837133,16,4416983,,9624713,,,,,
2825882,16,4970725,,10595839,,,,,
2846611,16,4373412,,10314581,,,,,
2845609,16,4424457,,3729360,,,,,
2838516,16,4380545,,8896695,,,,,
2831923,16,4351520,,3974732,,,,,
2834348,16,4413707,,8056125,,,,,
2832164,16,4587835,,4056105,,,,,
2841401,16,4470334,,8122139,,,,,
2834479,16,4682823,,3992175,,,,,
2832205,16,4509116,,4561034,,,,,
2829509,16,4589628,,8577164,,,,,
2829088,16,4761311,,6788632,,,,,
2840589,16,4702641,,10522231,,,,,
2845099,16,4594386,,7915180,,,,,
2837775,16,4473239,,10332534,,,,,
2841321,16,4415310,,9337293,,,,,
2841551,16,4472257,,4846271,,,,,
2832825,16,4500460,,8415330,,,,,
2832304,16,4459804,,3835591,,,,,
2839067,16,4435438,,8090139,,,,,
2837434,16,4426481,,4285025,,,,,
2825883,16,4537551,,4505029,,,,,
2846882,16,4476435,,8981815,,,,,
2845700,16,4437091,,4182773,,,,,
2833506,16,4424868,,7992745,,,,,
2825883,16,4477026,,4209834,,,,,
2835450,16,4350969,,9118482,,,,,
2841542,16,4346621,,6907505,,,,,
2835721,16,4417905,,8375415,,,,,
2836984,16,4380975,,4063279,,,,,
2848776,16,4391144,,7946428,,,,,
2876197,16,4352252,,3824891,,,,,
2837995,16,4419448,,7719251,,,,,
2838766,16,4377268,,3784334,,,,,
2841542,16,4393168,,8421882,,,,,
2833016,,4361098,,,,,,,
2839698,,4417344,,,,,,,
2836612,,4363433,,,,,,,
2829098,,4369895,,,,,,,
2847453,,4339949,,,,,,,
2833467,,4408878,,,,,,,
2856581,,4384472,,,,,,,
2840660,,4353945,,,,,,,
2834468,,4372800,,,,,,,
2830530,,4407265,,,,,,,
2845329,,4398909,,,,,,,
2846522,,4350649,,,,,,,
2841212,,4398579,,,,,,,
2840740,,4479651,,,,,,,
2831723,,4366178,,,,,,,
2834107,,4362121,,,,,,,
2832485,,4448413,,,,,,,
2829099,,4398810,,,,,,,
2841010,,4357662,,,,,,,
2837764,,4347492,,,,,,,
2839097,,4486063,,,,,,,
2827786,,4428204,,,,,,,
2870717,,4387377,,,,,,,
2890695,,4367431,,,,,,,
2833306,,4646174,,,,,,,
3328698,,4469432,,,,,,,
4150412,,4519847,,,,,,,
4185819,,4611509,,,,,,,
4173275,,4974642,,,,,,,
3060263,,4445727,,,,,,,
2865748,,4382198,,,,,,,
2842283,,4489681,,,,,,,
2847543,,4619925,,,,,,,
2844597,,4521840,,,,,,,
2863152,,4500350,,,,,,,
2875235,,4789383,,,,,,,
2872249,,4634563,,,,,,,
2836172,,4578477,,,,,,,
2850098,,4698012,,,,,,,
2832605,,4763615,,,,,,,
2842693,,4654761,,,,,,,
2839989,,4464743,,,,,,,
2833026,,4585981,,,,,,,
2835430,,4709473,,,,,,,
2845820,,4653518,,,,,,,
2832474,,4639853,,,,,,,
2839158,,4628471,,,,,,,
2838657,,4501522,,,,,,,
2841172,,4430479,,,,,,,
10637998,,4462038,,,,,,,
2837715,,4483127,,,,,,,
2835150,,4420340,,,,,,,
2841321,,4405422,,,,,,,
2851150,,4384432,,,,,,,
2834198,,4412034,,,,,,,
2843566,,4394020,,,,,,,
2829249,,4399060,,,,,,,
2834228,,4369053,,,,,,,
2836783,,4439255,,,,,,,
2836402,,4352722,,,,,,,
2829549,,4382980,,,,,,,
2837314,,4356389,,,,,,,
2837454,,4356430,,,,,,,
2830792,,4354757,,,,,,,
2842243,,4404440,,,,,,,
2832745,,4433535,,,,,,,
2833016,,4428165,,,,,,,
2841281,,4426972,,,,,,,
2841662,,4438053,,,,,,,
2829809,,4404730,,,,,,,
2846931,,4365446,,,,,,,
2835601,,4365667,,,,,,,
2838286,,4361911,,,,,,,
2835130,,4362902,,,,,,,
2829980,,4369113,,,,,,,
2831092,,4366058,,,,,,,
2830340,,4347964,,,,,,,
2846812,,4421602,,,,,,,
2848806,,4428986,,,,,,,
2841351,,4422524,,,,,,,
2825882,,4390454,,,,,,,
2834087,,4341922,,,,,,,
2830461,,4355999,,,,,,,
2825882,,4356540,,,,,,,
2841171,,4364204,,,,,,,
2837373,,4344056,,,,,,,
2843085,,4357792,,,,,,,
2833376,,4346812,,,,,,,
2851129,,4375626,,,,,,,
2836473,,4352111,,,,,,,
2832064,,4363874,,,,,,,
2845389,,4346981,,,,,,,
2838005,,4395843,,,,,,,
2832485,,4363923,,,,,,,
2838166,,4363313,,,,,,,
2834529,,4465604,,,,,,,
2836893,,4414769,,,,,,,
2839007,,4363533,,,,,,,
2835581,,4357311,,,,,,,
2843966,,4441960,,,,,,,
2882449,,4387358,,,,,,,
2864946,,4367591,,,,,,,
2878942,,4472237,,,,,,,
2874874,,4464362,,,,,,,
2982246,,4427143,,,,,,,
2942883,,4434887,,,,,,,
4358524,,4410401,,,,,,,
3593585,,4429246,,,,,,,
3018825,,4432062,,,,,,,
2947401,,4422754,,,,,,,
2884563,,4425970,,,,,,,
2906023,,4426281,,,,,,,
2897808,,4438554,,,,,,,
2896424,,4390514,,,,,,,
2907696,,5016491,,,,,,,
2885595,,4347573,,,,,,,
2894502,,4345910,,,,,,,
2888861,,4345549,,,,,,,
2891896,,4356019,,,,,,,
2899611,,4364134,,,,,,,
2872300,,4345298,,,,,,,
2841873,,4356600,,,,,,,
2847283,,4361539,,,,,,,
2835961,,4343124,,,,,,,
2843695,,4419317,,,,,,,
2853445,,4443604,,,,,,,
2856500,,4404410,,,,,,,
2836532,,4352763,,,,,,,
2841362,,4349777,,,,,,,
2834168,,4343556,,,,,,,
2837905,,4353043,,,,,,,
2841633,,4537209,,,,,,,
2838696,,4370576,,,,,,,
2832615,,4347072,,,,,,,
2832795,,4375185,,,,,,,
2825872,,4353584,,,,,,,
2835410,,4359566,,,,,,,
2850799,,4340099,,,,,,,
2829329,,4354296,,,,,,,
2843456,,4367941,,,,,,,
2833877,,4343294,,,,,,,
2836482,,4356480,,,,,,,
2832084,,4360076,,,,,,,
2843476,,4344026,,,,,,,
2837434,,4360797,,,,,,,
2841371,,4361088,,,,,,,
2847483,,4349136,,,,,,,
2841472,,4351089,,,,,,,
2841381,,4499138,,,,,,,
2844597,,4405853,,,,,,,
2836402,,4370436,,,,,,,
2833787,,4378030,,,,,,,
2829099,,4353194,,,,,,,
2832826,,4342614,,,,,,,
2839428,,4366689,,,,,,,
2838897,,4479049,,,,,,,
2837885,,4348173,,,,,,,
2843255,,4363363,,,,,,,
2843366,,4364955,,,,,,,
2833016,,4351610,,,,,,,
2837504,,4340019,,,,,,,
2838215,,4352523,,,,,,,
2825892,,4345810,,,,,,,
2835801,,4347964,,,,,,,
2842995,,4357471,,,,,,,
2836111,,4352893,,,,,,,
2836722,,4351470,,,,,,,
2837153,,4350609,,,,,,,
2832425,,4352482,,,,,,,
2841342,,4348364,,,,,,,
2835240,,4368242,,,,,,,
2839658,,4345209,,,,,,,
2852913,,4344077,,,,,,,
2835460,,4346311,,,,,,,
2839819,,4375836,,,,,,,
2840881,,4346451,,,,,,,
2830421,,4352091,,,,,,,
2842343,,4351150,,,,,,,
2845419,,4361420,,,,,,,
2832475,,4362200,,,,,,,
2836693,,4340310,,,,,,,
2835681,,4347172,,,,,,,
2830160,,4361961,,,,,,,
2844567,,4344397,,,,,,,
2851410,,4345960,,,,,,,
2838476,,4352452,,,,,,,
2832304,,4365546,,,,,,,
2835791,,4361970,,,,,,,
2833838,,4359586,,,,,,,
2842163,,4373062,,,,,,,
2849416,,4369635,,,,,,,
2835631,,5264346,,,,,,,
2839258,,4354266,,,,,,,
2832305,,4388771,,,,,,,
2835881,,4371258,,,,,,,
2872820,,4352342,,,,,,,
2876297,,4414549,,,,,,,
2829850,,4487806,,,,,,,
2843174,,4529094,,,,,,,
2845760,,4943493,,,,,,,
2832305,,4551716,,,,,,,
2848225,,4586211,,,,,,,
2839989,,4444425,,,,,,,
2832454,,4403308,,,,,,,
2832304,,4440317,,,,,,,
2833045,,4390944,,,,,,,
2836693,,4347463,,,,,,,
2832034,,4360517,,,,,,,
2870406,,4354165,,,,,,,
2834949,,4369444,,,,,,,
2833356,,4359666,,,,,,,
2825892,,4342283,,,,,,,
2839387,,4362471,,,,,,,
2839568,,4345059,,,,,,,
2829088,,4340119,,,,,,,
2834899,,4360016,,,,,,,
2842613,,4355519,,,,,,,
2839097,,4441590,,,,,,,
2836683,,4422063,,,,,,,
2847683,,4460766,,,,,,,
2829960,,4435399,,,,,,,
2833015,,4381617,,,,,,,
2834658,,4339988,,,,,,,
2836432,,4357732,,,,,,,
2833016,,4346291,,,,,,,
2835611,,4340239,,,,,,,
2832745,,4400062,,,,,,,
2839187,,4479090,,,,,,,
2845279,,4400923,,,,,,,
2834408,,4346140,,,,,,,
2836031,,4361269,,,,,,,
2829810,,4363803,,,,,,,
2831452,,4363152,,,,,,,
2841853,,4340299,,,,,,,
2841713,,4339578,,,,,,,
2825882,,4381587,,,,,,,
2834589,,4364034,,,,,,,
2941490,,4347293,,,,,,,
2863533,,4362571,,,,,,,
2837735,,4358143,,,,,,,
2833787,,4382378,,,,,,,
2834157,,4381497,,,,,,,
2835340,,4385645,,,,,,,
2840950,,4425369,,,,,,,
2842563,,4351220,,,,,,,
2835080,,4348415,,,,,,,
2835249,,4424638,,,,,,,
2838055,,4366949,,,,,,,
2839087,,4374954,,,,,,,
2835441,,4354166,,,,,,,
2836743,,4435278,,,,,,,
2841692,,4473850,,,,,,,
2838155,,4424218,,,,,,,
2831663,,4575882,,,,,,,
2830681,,4563779,,,,,,,
2829098,,4548311,,,,,,,
2832505,,4417684,,,,,,,
2830691,,4485192,,,,,,,
2833306,,4458852,,,,,,,
2829098,,4438063,,,,,,,
2840811,,4363052,,,,,,,
2841652,,4400743,,,,,,,
2845249,,4390614,,,,,,,
2847102,,4406183,,,,,,,
2834028,,4466146,,,,,,,
2838606,,4461097,,,,,,,
2835160,,4478659,,,,,,,
2835000,,4440578,,,,,,,
2835140,,4410742,,,,,,,
2832665,,4477217,,,,,,,
2834689,,4430810,,,,,,,
2840670,,4400463,,,,,,,
3010470,,4357432,,,,,,,
2829189,,4340860,,,,,,,
2842724,,4347542,,,,,,,
2835651,,4364114,,,,,,,
2825912,,4355168,,,,,,,
2846671,,4343485,,,,,,,
2830942,,4348845,,,,,,,
2832826,,4346992,,,,,,,
2841422,,4342714,,,,,,,
2833216,,4341110,,,,,,,
2833657,,4345449,,,,,,,
2845329,,4360417,,,,,,,
2830271,,4359325,,,,,,,
2842454,,4344327,,,,,,,
2835160,,4359756,,,,,,,
2828948,,4353525,,,,,,,
2832495,,4434466,,,,,,,
2841171,,4441439,,,,,,,
2831943,,4430099,,,,,,,
2839067,,4438303,,,,,,,
2839218,,4442471,,,,,,,
2825883,,4424027,,,,,,,
2835651,,4432303,,,,,,,
2844627,,4432042,,,,,,,
2834568,,4418937,,,,,,,
2825882,,4347073,,,,,,,
2845379,,4361029,,,,,,,
2839468,,4356099,,,,,,,
2829098,,4344017,,,,,,,
2831873,,4365817,,,,,,,
2834649,,4358283,,,,,,,
2833437,,4348234,,,,,,,
2841392,,4349226,,,,,,,
2832946,,4352722,,,,,,,
2839057,,4359946,,,,,,,
2839087,,4358353,,,,,,,
2834999,,4342073,,,,,,,
2839668,,4346030,,,,,,,
2838406,,4347743,,,,,,,
2833026,,4346852,,,,,,,
3002494,,4349066,,,,,,,
2830040,,4340129,,,,,,,
2839267,,4348554,,,,,,,
2829850,,4350428,,,,,,,
2841702,,4342753,,,,,,,
2832525,,4361098,,,,,,,
2845339,,4348525,,,,,,,
2834439,,4350639,,,,,,,
2840901,,4354986,,,,,,,
2838336,,4360948,,,,,,,
2846241,,4367581,,,,,,,
2837565,,4384151,,,,,,,
2835160,,4360207,,,,,,,
2847954,,4351962,,,,,,,
2840189,,4363373,,,,,,,
2840470,,4379252,,,,,,,
2829098,,4350087,,,,,,,
2841782,,4367671,,,,,,,
2837203,,4410671,,,,,,,
2829098,,4353584,,,,,,,
2835240,,4356670,,,,,,,
2844468,,4400162,,,,,,,
2841392,,4432513,,,,,,,
2843135,,4418706,,,,,,,
2834819,,4392458,,,,,,,
2836072,,4439235,,,,,,,
2829089,,4430148,,,,,,,
2847823,,4393208,,,,,,,
2833627,,4363353,,,,,,,
2838666,,4381847,,,,,,,
2829088,,4343004,,,,,,,
2841632,,4347292,,,,,,,
2843566,,4340259,,,,,,,
2835150,,4361218,,,,,,,
2830140,,4347052,,,,,,,
2837895,,4365146,,,,,,,
2838436,,4351319,,,,,,,
2833016,,4375906,,,,,,,
2839008,,4360007,,,,,,,
2839057,,4366980,,,,,,,
2829088,,4367651,,,,,,,
2840761,,4358143,,,,,,,
2840950,,4351099,,,,,,,
2825882,,4361419,,,,,,,
2847783,,4371618,,,,,,,
2844948,,4404219,,,,,,,
2833156,,4358564,,,,,,,
2835390,,4354847,,,,,,,
2840570,,4374875,,,,,,,
2833758,,4395182,,,,,,,
2839548,,4357932,,,,,,,
2830801,,4370716,,,,,,,
2834749,,4409760,,,,,,,
2841462,,4343837,,,,,,,
2835240,,4356430,,,,,,,
2852662,,4364605,,,,,,,
2881396,,4358533,,,,,,,
2843506,,4362361,,,,,,,
2848455,,4340309,,,,,,,
3166462,,4357121,,,,,,,
3682202,,4354165,,,,,,,
3018545,,4343495,,,,,,,
2987777,,4357060,,,,,,,
2975604,,4371608,,,,,,,
2975053,,4369785,,,,,,,
2992175,,4405041,,,,,,,
2916042,,4352963,,,,,,,
2903108,,4387418,,,,,,,
2891827,,4361028,,,,,,,
2888550,,4348074,,,,,,,
2919588,,4346021,,,,,,,
2948062,,4400483,,,,,,,
2956227,,4341220,,,,,,,
2898829,,4340269,,,,,,,
2948834,,4346010,,,,,,,
2842013,,4365657,,,,,,,
2842544,,4350268,,,,,,,
2833015,,4350799,,,,,,,
2831593,,4362230,,,,,,,
2842343,,4356680,,,,,,,
2831964,,4363243,,,,,,,
2836192,,4366238,,,,,,,
2846441,,4365046,,,,,,,
2839638,,4352131,,,,,,,
2829098,,4347994,,,,,,,
2834649,,4354055,,,,,,,
2836482,,4375786,,,,,,,
2845309,,4352162,,,,,,,
2846782,,4340409,,,,,,,
2835600,,4345799,,,,,,,
2855889,,4375335,,,,,,,
2829099,,4348485,,,,,,,
2841652,,4345920,,,,,,,
2835740,,4352152,,,,,,,
2833026,,4371608,,,,,,,
2836443,,4342193,,,,,,,
2904430,,4348234,,,,,,,
2848705,,4355398,,,,,,,
2832304,,4373191,,,,,,,
2840760,,4345940,,,,,,,
2842162,,4353323,,,,,,,
2832776,,4470434,,,,,,,
2842182,,4349978,,,,,,,
2843345,,4345760,,,,,,,
2825882,,4349446,,,,,,,
2833546,,4374974,,,,,,,
2831693,,4388550,,,,,,,
2836773,,5214061,,,,,,,
2831923,,4349897,,,,,,,
2832174,,4387528,,,,,,,
2837585,,4348204,,,,,,,
2841422,,4343846,,,,,,,
2831744,,4421463,,,,,,,
2839879,,4478649,,,,,,,
2843114,,4379653,,,,,,,
2832014,,4348996,,,,,,,
2834759,,4344688,,,,,,,
2835170,,4714723,,,,,,,
2834318,,4358494,,,,,,,
2841571,,4345609,,,,,,,
2840329,,4354546,,,,,,,
2832956,,4358343,,,,,,,
2832305,,4358063,,,,,,,
2834088,,4363914,,,,,,,
2832745,,4376797,,,,,,,
2825892,,,,,,,,,
2849416,,,,,,,,,
2833677,,,,,,,,,
2829099,,,,,,,,,
3164288,,,,,,,,,
3005179,,,,,,,,,
2942261,,,,,,,,,
2945748,,,,,,,,,
2926131,,,,,,,,,
2887809,,,,,,,,,
2852141,,,,,,,,,
2829088,,,,,,,,,
2859816,,,,,,,,,
2871598,,,,,,,,,
2890874,,,,,,,,,
2878281,,,,,,,,,
2852132,,,,,,,,,
3343585,,,,,,,,,
4078166,,,,,,,,,
3865607,,,,,,,,,
3076403,,,,,,,,,
2855658,,,,,,,,,
2873221,,,,,,,,,
2875656,,,,,,,,,
2830622,,,,,,,,,
2850048,,,,,,,,,
2843716,,,,,,,,,
2835491,,,,,,,,,
2832305,,,,,,,,,
2833918,,,,,,,,,
2843967,,,,,,,,,
2829269,,,,,,,,,
2844498,,,,,,,,,
2837865,,,,,,,,,
2845640,,,,,,,,,
2839007,,,,,,,,,
2835140,,,,,,,,,
2841952,,,,,,,,,
2839047,,,,,,,,,
2835150,,,,,,,,,
2842223,,,,,,,,,
2835360,,,,,,,,,
2829098,,,,,,,,,
2840509,,,,,,,,,
2971536,,,,,,,,,
2875225,,,,,,,,,
2835290,,,,,,,,,
2839358,,,,,,,,,
2835901,,,,,,,,,
2844538,,,,,,,,,
2835000,,,,,,,,,
2836773,,,,,,,,,
2831884,,,,,,,,,
2836162,,,,,,,,,
2843376,,,,,,,,,
2839077,,,,,,,,,
2835831,,,,,,,,,
2840540,,,,,,,,,
2844688,,,,,,,,,
2838335,,,,,,,,,
2833797,,,,,,,,,
2833507,,,,,,,,,
2825873,,,,,,,,,
2835830,,,,,,,,,
2834118,,,,,,,,,
2832976,,,,,,,,,
2825882,,,,,,,,,
2841572,,,,,,,,,
2841802,,,,,,,,,
2825882,,,,,,,,,
2850719,,,,,,,,,
2834028,,,,,,,,,
2837654,,,,,,,,,
2835941,,,,,,,,,
2835340,,,,,,,,,
2837735,,,,,,,,,
2832305,,,,,,,,,
2840921,,,,,,,,,
2835741,,,,,,,,,
2829099,,,,,,,,,
2835400,,,,,,,,,
2844577,,,,,,,,,
2835901,,,,,,,,,
2829259,,,,,,,,,
2835691,,,,,,,,,
2836693,,,,,,,,,
2829098,,,,,,,,,
2848765,,,,,,,,,
2845659,,,,,,,,,
2833577,,,,,,,,,
2840640,,,,,,,,,
2836111,,,,,,,,,
2837725,,,,,,,,,
2835240,,,,,,,,,
2847543,,,,,,,,,
2832034,,,,,,,,,
2835731,,,,,,,,,
2835179,,,,,,,,,
2846531,,,,,,,,,
2832925,,,,,,,,,
2829088,,,,,,,,,
2841822,,,,,,,,,
2839598,,,,,,,,,
2832255,,,,,,,,,
2832304,,,,,,,,,
2833908,,,,,,,,,
2834930,,,,,,,,,
2840560,,,,,,,,,
2837414,,,,,,,,,
2836352,,,,,,,,,
2825883,,,,,,,,,
2830090,,,,,,,,,
2836713,,,,,,,,,
2841963,,,,,,,,,
2835150,,,,,,,,,
2835261,,,,,,,,,
2840670,,,,,,,,,
2835180,,,,,,,,,
2834779,,,,,,,,,
3015138,,,,,,,,,
2836422,,,,,,,,,
2825883,,,,,,,,,
2841853,,,,,,,,,
2844938,,,,,,,,,
2832304,,,,,,,,,
2847813,,,,,,,,,
2835110,,,,,,,,,
2835621,,,,,,,,,
2829098,,,,,,,,,
2831242,,,,,,,,,
2838105,,,,,,,,,
2841382,,,,,,,,,
2835701,,,,,,,,,
2852893,,,,,,,,,
2838767,,,,,,,,,
2829109,,,,,,,,,
2834278,,,,,,,,,
2834128,,,,,,,,,
2842674,,,,,,,,,
2835811,,,,,,,,,
2845880,,,,,,,,,
2840330,,,,,,,,,
2825883,,,,,,,,,
2847834,,,,,,,,,
2835020,,,,,,,,,
2833026,,,,,,,,,
2840881,,,,,,,,,
2845099,,,,,,,,,
2829098,,,,,,,,,
2847583,,,,,,,,,
2835571,,,,,,,,,
2833807,,,,,,,,,
2829088,,,,,,,,,
2835781,,,,,,,,,
2835681,,,,,,,,,
2841331,,,,,,,,,
2836041,,,,,,,,,
2839818,,,,,,,,,
2850318,,,,,,,,,
2835109,,,,,,,,,
2842043,,,,,,,,,
2837815,,,,,,,,,
2839207,,,,,,,,,
2835370,,,,,,,,,
2847894,,,,,,,,,
2838988,,,,,,,,,
2841332,,,,,,,,,
2843385,,,,,,,,,
2830451,,,,,,,,,
2841362,,,,,,,,,
2835210,,,,,,,,,
2831733,,,,,,,,,
2835941,,,,,,,,,
2845298,,,,,,,,,
2847783,,,,,,,,,
2835600,,,,,,,,,
2829089,,,,,,,,,
2835210,,,,,,,,,
2835650,,,,,,,,,
2829098,,,,,,,,,
2845449,,,,,,,,,
2841471,,,,,,,,,
2839348,,,,,,,,,
2830420,,,,,,,,,
2840900,,,,,,,,,
2837143,,,,,,,,,
2825883,,,,,,,,,
2847323,,,,,,,,,
2832856,,,,,,,,,
2835941,,,,,,,,,
2825882,,,,,,,,,
2841041,,,,,,,,,
2839819,,,,,,,,,
2839107,,,,,,,,,
2947992,,,,,,,,,
2837815,,,,,,,,,
2836713,,,,,,,,,
2829099,,,,,,,,,
2848074,,,,,,,,,
2839027,,,,,,,,,
2835159,,,,,,,,,
2843626,,,,,,,,,
2841211,,,,,,,,,
2832595,,,,,,,,,
2841391,,,,,,,,,
2830911,,,,,,,,,
2836452,,,,,,,,,
2835350,,,,,,,,,
2841282,,,,,,,,,
2831152,,,,,,,,,
